budget_date,budget_hour,store_code,category_code,internal_sku,daily_target_units,daily_target_revenue,expected_units_to_hour,expected_revenue_to_hour
2026-05-01,08,GT-0145,LACTEOS,SKU-0043,3,5577,0,398
2026-05-01,08,GT-0145,LACTEOS,SKU-0044,4,7676,0,548
2026-05-01,08,GT-0145,LACTEOS,SKU-0045,5,9420,0,673
2026-05-01,08,GT-0145,LACTEOS,SKU-0046,6,11664,0,833
2026-05-01,08,GT-0145,LACTEOS,SKU-0047,7,14028,0,1002
2026-05-01,08,GT-0145,LACTEOS,SKU-0048,2,4128,0,295
2026-05-01,08,GT-0145,LACTEOS,SKU-0049,3,6372,0,455
2026-05-01,08,GT-0145,LACTEOS,SKU-0050,4,8356,0,597
2026-05-01,08,GT-0145,LACTEOS,SKU-0051,5,10745,0,768
2026-05-01,08,GT-0145,LACTEOS,SKU-0052,6,13254,0,947
2026-05-01,08,GT-0145,LACTEOS,SKU-0053,7,15883,0,1134
2026-05-01,08,GT-0145,LACTEOS,SKU-0054,2,4658,0,333
2026-05-01,08,GT-0145,LACTEOS,SKU-0055,3,6882,0,492
2026-05-01,08,GT-0145,LACTEOS,SKU-0056,4,9416,0,673
2026-05-01,08,GT-0145,LACTEOS,SKU-0057,5,12070,0,862
2026-05-01,08,GT-0145,LACTEOS,SKU-0058,6,14844,0,1060
2026-05-01,08,GT-0145,LACTEOS,SKU-0059,7,17738,0,1267
2026-05-01,08,GT-0145,LACTEOS,SKU-0060,2,4998,0,357
2026-05-01,08,GT-0145,PANADERIA,,92,240628,7,17188
2026-05-01,08,GT-0145,PANADERIA,SKU-0081,5,11045,0,789
2026-05-01,08,GT-0145,PANADERIA,SKU-0082,6,13614,0,972
2026-05-01,08,GT-0145,PANADERIA,SKU-0083,7,16303,0,1164
2026-05-01,08,GT-0145,PANADERIA,SKU-0084,2,4778,0,341
2026-05-01,08,GT-0145,PANADERIA,SKU-0085,3,7062,0,504
2026-05-01,08,GT-0145,PANADERIA,SKU-0086,4,9656,0,690
2026-05-01,08,GT-0145,PANADERIA,SKU-0087,5,12370,0,884
2026-05-01,08,GT-0145,PANADERIA,SKU-0088,6,15204,0,1086
2026-05-01,08,GT-0145,PANADERIA,SKU-0089,7,18158,0,1297
2026-05-01,08,GT-0145,PANADERIA,SKU-0090,2,5118,0,366
2026-05-01,08,GT-0145,PANADERIA,SKU-0091,3,7857,0,561
2026-05-01,08,GT-0145,PANADERIA,SKU-0092,4,10716,0,765
2026-05-01,08,GT-0145,PANADERIA,SKU-0093,5,13695,0,978
2026-05-01,08,GT-0145,PANADERIA,SKU-0094,6,16794,0,1200
2026-05-01,08,GT-0145,PANADERIA,SKU-0095,7,19348,0,1382
2026-05-01,08,GT-0145,PANADERIA,SKU-0096,2,5648,0,403
2026-05-01,08,GT-0145,PANADERIA,SKU-0097,3,8652,0,618
2026-05-01,08,GT-0145,PANADERIA,SKU-0098,4,11776,0,841
2026-05-01,08,GT-0145,PANADERIA,SKU-0099,5,15020,0,1073
2026-05-01,08,GT-0145,PANADERIA,SKU-0100,6,17814,0,1272
2026-05-01,09,GT-0145,ACEITES,,92,175768,13,25110
2026-05-01,09,GT-0145,ACEITES,SKU-0021,5,7520,1,1074
2026-05-01,09,GT-0145,ACEITES,SKU-0022,6,9384,1,1341
2026-05-01,09,GT-0145,ACEITES,SKU-0023,7,11368,1,1624
2026-05-01,09,GT-0145,ACEITES,SKU-0024,2,3368,0,481
2026-05-01,09,GT-0145,ACEITES,SKU-0025,3,4947,0,707
2026-05-01,09,GT-0145,ACEITES,SKU-0026,4,6836,1,977
2026-05-01,09,GT-0145,ACEITES,SKU-0027,5,8845,1,1264
2026-05-01,09,GT-0145,ACEITES,SKU-0028,6,10974,1,1568
2026-05-01,09,GT-0145,ACEITES,SKU-0029,7,13223,1,1889
2026-05-01,09,GT-0145,ACEITES,SKU-0030,2,3708,0,530
2026-05-01,09,GT-0145,ACEITES,SKU-0031,3,5742,0,820
2026-05-01,09,GT-0145,ACEITES,SKU-0032,4,7896,1,1128
2026-05-01,09,GT-0145,ACEITES,SKU-0033,5,10170,1,1453
2026-05-01,09,GT-0145,ACEITES,SKU-0034,6,12564,1,1795
2026-05-01,09,GT-0145,ACEITES,SKU-0035,7,14413,1,2059
2026-05-01,09,GT-0145,ACEITES,SKU-0036,2,4238,0,605
2026-05-01,09,GT-0145,ACEITES,SKU-0037,3,6537,0,934
2026-05-01,09,GT-0145,ACEITES,SKU-0038,4,8956,1,1279
2026-05-01,09,GT-0145,ACEITES,SKU-0039,5,11495,1,1642
2026-05-01,09,GT-0145,ACEITES,SKU-0040,6,13584,1,1941
2026-05-01,09,GT-0145,BEBIDAS,,88,146982,13,20997
2026-05-01,09,GT-0145,BEBIDAS,SKU-0001,3,3807,0,544
2026-05-01,09,GT-0145,BEBIDAS,SKU-0002,4,5316,1,759
2026-05-01,09,GT-0145,BEBIDAS,SKU-0003,5,6945,1,992
2026-05-01,09,GT-0145,BEBIDAS,SKU-0004,6,8694,1,1242
2026-05-01,09,GT-0145,BEBIDAS,SKU-0005,7,9898,1,1414
2026-05-01,09,GT-0145,BEBIDAS,SKU-0006,2,2948,0,421
2026-05-01,09,GT-0145,BEBIDAS,SKU-0007,3,4602,0,657
2026-05-01,09,GT-0145,BEBIDAS,SKU-0008,4,6376,1,911
2026-05-01,09,GT-0145,BEBIDAS,SKU-0009,5,8270,1,1181
2026-05-01,09,GT-0145,BEBIDAS,SKU-0010,6,9714,1,1388
2026-05-01,09,GT-0145,BEBIDAS,SKU-0011,7,11753,1,1679
2026-05-01,09,GT-0145,BEBIDAS,SKU-0012,2,3478,0,497
2026-05-01,09,GT-0145,BEBIDAS,SKU-0013,3,5397,0,771
2026-05-01,09,GT-0145,BEBIDAS,SKU-0014,4,7436,1,1062
2026-05-01,09,GT-0145,BEBIDAS,SKU-0015,5,9120,1,1303
2026-05-01,09,GT-0145,BEBIDAS,SKU-0016,6,11304,1,1615
2026-05-01,09,GT-0145,BEBIDAS,SKU-0017,7,13608,1,1944
2026-05-01,09,GT-0145,BEBIDAS,SKU-0018,2,4008,0,573
2026-05-01,09,GT-0145,BEBIDAS,SKU-0019,3,6192,0,885
2026-05-01,09,GT-0145,BEBIDAS,SKU-0020,4,8116,1,1159
2026-05-01,09,GT-0145,CARNES,,88,209022,13,29860
2026-05-01,09,GT-0145,CARNES,SKU-0061,3,5922,0,846
2026-05-01,09,GT-0145,CARNES,SKU-0062,4,8136,1,1162
2026-05-01,09,GT-0145,CARNES,SKU-0063,5,10470,1,1496
2026-05-01,09,GT-0145,CARNES,SKU-0064,6,12924,1,1846
2026-05-01,09,GT-0145,CARNES,SKU-0065,7,14833,1,2119
2026-05-01,09,GT-0145,CARNES,SKU-0066,2,4358,0,623
2026-05-01,09,GT-0145,CARNES,SKU-0067,3,6717,0,960
2026-05-01,09,GT-0145,CARNES,SKU-0068,4,9196,1,1314
2026-05-01,09,GT-0145,CARNES,SKU-0069,5,11795,1,1685
2026-05-01,09,GT-0145,CARNES,SKU-0070,6,13944,1,1992
2026-05-01,09,GT-0145,CARNES,SKU-0071,7,16688,1,2384
2026-05-01,09,GT-0145,CARNES,SKU-0072,2,4888,0,698
2026-05-01,09,GT-0145,CARNES,SKU-0073,3,7512,0,1073
2026-05-01,09,GT-0145,CARNES,SKU-0074,4,10256,1,1465
2026-05-01,09,GT-0145,CARNES,SKU-0075,5,12645,1,1806
2026-05-01,09,GT-0145,CARNES,SKU-0076,6,15534,1,2219
2026-05-01,09,GT-0145,CARNES,SKU-0077,7,18543,1,2649
2026-05-01,09,GT-0145,CARNES,SKU-0078,2,5418,0,774
2026-05-01,09,GT-0145,CARNES,SKU-0079,3,8307,0,1187
2026-05-01,09,GT-0145,CARNES,SKU-0080,4,10936,1,1562
2026-05-01,09,GT-0145,LACTEOS,,90,193480,13,27640
2026-05-01,09,GT-0145,LACTEOS,SKU-0041,7,12173,1,1739
2026-05-01,09,GT-0145,LACTEOS,SKU-0042,2,3598,0,514
2026-05-01,09,GT-0145,LACTEOS,SKU-0043,3,5577,0,797
2026-05-01,09,GT-0145,LACTEOS,SKU-0044,4,7676,1,1097
2026-05-01,09,GT-0145,LACTEOS,SKU-0045,5,9420,1,1346
2026-05-01,09,GT-0145,LACTEOS,SKU-0046,6,11664,1,1666
2026-05-01,09,GT-0145,LACTEOS,SKU-0047,7,14028,1,2004
2026-05-01,09,GT-0145,LACTEOS,SKU-0048,2,4128,0,590
2026-05-01,09,GT-0145,LACTEOS,SKU-0049,3,6372,0,910
2026-05-01,09,GT-0145,LACTEOS,SKU-0050,4,8356,1,1194
2026-05-01,09,GT-0145,LACTEOS,SKU-0051,5,10745,1,1535
2026-05-01,09,GT-0145,LACTEOS,SKU-0052,6,13254,1,1893
2026-05-01,09,GT-0145,LACTEOS,SKU-0053,7,15883,1,2269
2026-05-01,09,GT-0145,LACTEOS,SKU-0054,2,4658,0,665
2026-05-01,09,GT-0145,LACTEOS,SKU-0055,3,6882,0,983
2026-05-01,09,GT-0145,LACTEOS,SKU-0056,4,9416,1,1345
2026-05-01,09,GT-0145,LACTEOS,SKU-0057,5,12070,1,1724
2026-05-01,09,GT-0145,LACTEOS,SKU-0058,6,14844,1,2121
2026-05-01,09,GT-0145,LACTEOS,SKU-0059,7,17738,1,2534
2026-05-01,09,GT-0145,LACTEOS,SKU-0060,2,4998,0,714
2026-05-01,09,GT-0145,PANADERIA,,92,240628,13,34375
2026-05-01,09,GT-0145,PANADERIA,SKU-0081,5,11045,1,1578
2026-05-01,09,GT-0145,PANADERIA,SKU-0082,6,13614,1,1945
2026-05-01,09,GT-0145,PANADERIA,SKU-0083,7,16303,1,2329
2026-05-01,09,GT-0145,PANADERIA,SKU-0084,2,4778,0,683
2026-05-01,09,GT-0145,PANADERIA,SKU-0085,3,7062,0,1009
2026-05-01,09,GT-0145,PANADERIA,SKU-0086,4,9656,1,1379
2026-05-01,09,GT-0145,PANADERIA,SKU-0087,5,12370,1,1767
2026-05-01,09,GT-0145,PANADERIA,SKU-0088,6,15204,1,2172
2026-05-01,09,GT-0145,PANADERIA,SKU-0089,7,18158,1,2594
2026-05-01,09,GT-0145,PANADERIA,SKU-0090,2,5118,0,731
2026-05-01,09,GT-0145,PANADERIA,SKU-0091,3,7857,0,1122
2026-05-01,09,GT-0145,PANADERIA,SKU-0092,4,10716,1,1531
2026-05-01,09,GT-0145,PANADERIA,SKU-0093,5,13695,1,1956
2026-05-01,09,GT-0145,PANADERIA,SKU-0094,6,16794,1,2399
2026-05-01,09,GT-0145,PANADERIA,SKU-0095,7,19348,1,2764
2026-05-01,09,GT-0145,PANADERIA,SKU-0096,2,5648,0,807
2026-05-01,09,GT-0145,PANADERIA,SKU-0097,3,8652,0,1236
2026-05-01,09,GT-0145,PANADERIA,SKU-0098,4,11776,1,1682
2026-05-01,09,GT-0145,PANADERIA,SKU-0099,5,15020,1,2146
2026-05-01,09,GT-0145,PANADERIA,SKU-0100,6,17814,1,2545
2026-05-01,10,GT-0145,ACEITES,,92,175768,20,37665
2026-05-01,10,GT-0145,ACEITES,SKU-0021,5,7520,1,1611
2026-05-01,10,GT-0145,ACEITES,SKU-0022,6,9384,1,2011
2026-05-01,10,GT-0145,ACEITES,SKU-0023,7,11368,2,2436
2026-05-01,10,GT-0145,ACEITES,SKU-0024,2,3368,0,722
2026-05-01,10,GT-0145,ACEITES,SKU-0025,3,4947,1,1060
2026-05-01,10,GT-0145,ACEITES,SKU-0026,4,6836,1,1465
2026-05-01,10,GT-0145,ACEITES,SKU-0027,5,8845,1,1895
2026-05-01,10,GT-0145,ACEITES,SKU-0028,6,10974,1,2352
2026-05-01,10,GT-0145,ACEITES,SKU-0029,7,13223,2,2834
2026-05-01,10,GT-0145,ACEITES,SKU-0030,2,3708,0,795
2026-05-01,10,GT-0145,ACEITES,SKU-0031,3,5742,1,1230
2026-05-01,10,GT-0145,ACEITES,SKU-0032,4,7896,1,1692
2026-05-01,10,GT-0145,ACEITES,SKU-0033,5,10170,1,2179
2026-05-01,10,GT-0145,ACEITES,SKU-0034,6,12564,1,2692
2026-05-01,10,GT-0145,ACEITES,SKU-0035,7,14413,2,3088
2026-05-01,10,GT-0145,ACEITES,SKU-0036,2,4238,0,908
2026-05-01,10,GT-0145,ACEITES,SKU-0037,3,6537,1,1401
2026-05-01,10,GT-0145,ACEITES,SKU-0038,4,8956,1,1919
2026-05-01,10,GT-0145,ACEITES,SKU-0039,5,11495,1,2463
2026-05-01,10,GT-0145,ACEITES,SKU-0040,6,13584,1,2911
2026-05-01,10,GT-0145,BEBIDAS,,88,146982,19,31496
2026-05-01,10,GT-0145,BEBIDAS,SKU-0001,3,3807,1,816
2026-05-01,10,GT-0145,BEBIDAS,SKU-0002,4,5316,1,1139
2026-05-01,10,GT-0145,BEBIDAS,SKU-0003,5,6945,1,1488
2026-05-01,10,GT-0145,BEBIDAS,SKU-0004,6,8694,1,1863
2026-05-01,10,GT-0145,BEBIDAS,SKU-0005,7,9898,2,2121
2026-05-01,10,GT-0145,BEBIDAS,SKU-0006,2,2948,0,632
2026-05-01,10,GT-0145,BEBIDAS,SKU-0007,3,4602,1,986
2026-05-01,10,GT-0145,BEBIDAS,SKU-0008,4,6376,1,1366
2026-05-01,10,GT-0145,BEBIDAS,SKU-0009,5,8270,1,1772
2026-05-01,10,GT-0145,BEBIDAS,SKU-0010,6,9714,1,2082
2026-05-01,10,GT-0145,BEBIDAS,SKU-0011,7,11753,2,2518
2026-05-01,10,GT-0145,BEBIDAS,SKU-0012,2,3478,0,745
2026-05-01,10,GT-0145,BEBIDAS,SKU-0013,3,5397,1,1156
2026-05-01,10,GT-0145,BEBIDAS,SKU-0014,4,7436,1,1593
2026-05-01,10,GT-0145,BEBIDAS,SKU-0015,5,9120,1,1954
2026-05-01,10,GT-0145,BEBIDAS,SKU-0016,6,11304,1,2422
2026-05-01,10,GT-0145,BEBIDAS,SKU-0017,7,13608,2,2916
2026-05-01,10,GT-0145,BEBIDAS,SKU-0018,2,4008,0,859
2026-05-01,10,GT-0145,BEBIDAS,SKU-0019,3,6192,1,1327
2026-05-01,10,GT-0145,BEBIDAS,SKU-0020,4,8116,1,1739
2026-05-01,10,GT-0145,CARNES,,88,209022,19,44790
2026-05-01,10,GT-0145,CARNES,SKU-0061,3,5922,1,1269
2026-05-01,10,GT-0145,CARNES,SKU-0062,4,8136,1,1743
2026-05-01,10,GT-0145,CARNES,SKU-0063,5,10470,1,2244
2026-05-01,10,GT-0145,CARNES,SKU-0064,6,12924,1,2769
2026-05-01,10,GT-0145,CARNES,SKU-0065,7,14833,2,3178
2026-05-01,10,GT-0145,CARNES,SKU-0066,2,4358,0,934
2026-05-01,10,GT-0145,CARNES,SKU-0067,3,6717,1,1439
2026-05-01,10,GT-0145,CARNES,SKU-0068,4,9196,1,1971
2026-05-01,10,GT-0145,CARNES,SKU-0069,5,11795,1,2528
2026-05-01,10,GT-0145,CARNES,SKU-0070,6,13944,1,2988
2026-05-01,10,GT-0145,CARNES,SKU-0071,7,16688,2,3576
2026-05-01,10,GT-0145,CARNES,SKU-0072,2,4888,0,1047
2026-05-01,10,GT-0145,CARNES,SKU-0073,3,7512,1,1610
2026-05-01,10,GT-0145,CARNES,SKU-0074,4,10256,1,2198
2026-05-01,10,GT-0145,CARNES,SKU-0075,5,12645,1,2710
2026-05-01,10,GT-0145,CARNES,SKU-0076,6,15534,1,3329
2026-05-01,10,GT-0145,CARNES,SKU-0077,7,18543,2,3974
2026-05-01,10,GT-0145,CARNES,SKU-0078,2,5418,0,1161
2026-05-01,10,GT-0145,CARNES,SKU-0079,3,8307,1,1780
2026-05-01,10,GT-0145,CARNES,SKU-0080,4,10936,1,2343
2026-05-01,10,GT-0145,LACTEOS,,90,193480,19,41460
2026-05-01,10,GT-0145,LACTEOS,SKU-0041,7,12173,2,2608
2026-05-01,10,GT-0145,LACTEOS,SKU-0042,2,3598,0,771
2026-05-01,10,GT-0145,LACTEOS,SKU-0043,3,5577,1,1195
2026-05-01,10,GT-0145,LACTEOS,SKU-0044,4,7676,1,1645
2026-05-01,10,GT-0145,LACTEOS,SKU-0045,5,9420,1,2019
2026-05-01,10,GT-0145,LACTEOS,SKU-0046,6,11664,1,2499
2026-05-01,10,GT-0145,LACTEOS,SKU-0047,7,14028,2,3006
2026-05-01,10,GT-0145,LACTEOS,SKU-0048,2,4128,0,885
2026-05-01,10,GT-0145,LACTEOS,SKU-0049,3,6372,1,1365
2026-05-01,10,GT-0145,LACTEOS,SKU-0050,4,8356,1,1791
2026-05-01,10,GT-0145,LACTEOS,SKU-0051,5,10745,1,2302
2026-05-01,10,GT-0145,LACTEOS,SKU-0052,6,13254,1,2840
2026-05-01,10,GT-0145,LACTEOS,SKU-0053,7,15883,2,3404
2026-05-01,10,GT-0145,LACTEOS,SKU-0054,2,4658,0,998
2026-05-01,10,GT-0145,LACTEOS,SKU-0055,3,6882,1,1475
2026-05-01,10,GT-0145,LACTEOS,SKU-0056,4,9416,1,2018
2026-05-01,10,GT-0145,LACTEOS,SKU-0057,5,12070,1,2586
2026-05-01,10,GT-0145,LACTEOS,SKU-0058,6,14844,1,3181
2026-05-01,10,GT-0145,LACTEOS,SKU-0059,7,17738,2,3801
2026-05-01,10,GT-0145,LACTEOS,SKU-0060,2,4998,0,1071
2026-05-01,10,GT-0145,PANADERIA,,92,240628,20,51563
2026-05-01,10,GT-0145,PANADERIA,SKU-0081,5,11045,1,2367
2026-05-01,10,GT-0145,PANADERIA,SKU-0082,6,13614,1,2917
2026-05-01,10,GT-0145,PANADERIA,SKU-0083,7,16303,2,3494
2026-05-01,10,GT-0145,PANADERIA,SKU-0084,2,4778,0,1024
2026-05-01,10,GT-0145,PANADERIA,SKU-0085,3,7062,1,1513
2026-05-01,10,GT-0145,PANADERIA,SKU-0086,4,9656,1,2069
2026-05-01,10,GT-0145,PANADERIA,SKU-0087,5,12370,1,2651
2026-05-01,10,GT-0145,PANADERIA,SKU-0088,6,15204,1,3258
2026-05-01,10,GT-0145,PANADERIA,SKU-0089,7,18158,2,3891
2026-05-01,10,GT-0145,PANADERIA,SKU-0090,2,5118,0,1097
2026-05-01,10,GT-0145,PANADERIA,SKU-0091,3,7857,1,1684
2026-05-01,10,GT-0145,PANADERIA,SKU-0092,4,10716,1,2296
2026-05-01,10,GT-0145,PANADERIA,SKU-0093,5,13695,1,2935
2026-05-01,10,GT-0145,PANADERIA,SKU-0094,6,16794,1,3599
2026-05-01,10,GT-0145,PANADERIA,SKU-0095,7,19348,2,4146
2026-05-01,10,GT-0145,PANADERIA,SKU-0096,2,5648,0,1210
2026-05-01,10,GT-0145,PANADERIA,SKU-0097,3,8652,1,1854
2026-05-01,10,GT-0145,PANADERIA,SKU-0098,4,11776,1,2523
2026-05-01,10,GT-0145,PANADERIA,SKU-0099,5,15020,1,3219
2026-05-01,10,GT-0145,PANADERIA,SKU-0100,6,17814,1,3817
2026-05-01,11,GT-0145,ACEITES,,92,175768,26,50219
2026-05-01,11,GT-0145,ACEITES,SKU-0021,5,7520,1,2149
2026-05-01,11,GT-0145,ACEITES,SKU-0022,6,9384,2,2681
2026-05-01,11,GT-0145,ACEITES,SKU-0023,7,11368,2,3248
2026-05-01,11,GT-0145,ACEITES,SKU-0024,2,3368,1,962
2026-05-01,11,GT-0145,ACEITES,SKU-0025,3,4947,1,1413
2026-05-01,11,GT-0145,ACEITES,SKU-0026,4,6836,1,1953
2026-05-01,11,GT-0145,ACEITES,SKU-0027,5,8845,1,2527
2026-05-01,11,GT-0145,ACEITES,SKU-0028,6,10974,2,3135
2026-05-01,11,GT-0145,ACEITES,SKU-0029,7,13223,2,3778
2026-05-01,11,GT-0145,ACEITES,SKU-0030,2,3708,1,1059
2026-05-01,11,GT-0145,ACEITES,SKU-0031,3,5742,1,1641
2026-05-01,11,GT-0145,ACEITES,SKU-0032,4,7896,1,2256
2026-05-01,11,GT-0145,ACEITES,SKU-0033,5,10170,1,2906
2026-05-01,11,GT-0145,ACEITES,SKU-0034,6,12564,2,3590
2026-05-01,11,GT-0145,ACEITES,SKU-0035,7,14413,2,4118
2026-05-01,11,GT-0145,ACEITES,SKU-0036,2,4238,1,1211
2026-05-01,11,GT-0145,ACEITES,SKU-0037,3,6537,1,1868
2026-05-01,11,GT-0145,ACEITES,SKU-0038,4,8956,1,2559
2026-05-01,11,GT-0145,ACEITES,SKU-0039,5,11495,1,3284
2026-05-01,11,GT-0145,ACEITES,SKU-0040,6,13584,2,3881
2026-05-01,11,GT-0145,BEBIDAS,,88,146982,25,41995
2026-05-01,11,GT-0145,BEBIDAS,SKU-0001,3,3807,1,1088
2026-05-01,11,GT-0145,BEBIDAS,SKU-0002,4,5316,1,1519
2026-05-01,11,GT-0145,BEBIDAS,SKU-0003,5,6945,1,1984
2026-05-01,11,GT-0145,BEBIDAS,SKU-0004,6,8694,2,2484
2026-05-01,11,GT-0145,BEBIDAS,SKU-0005,7,9898,2,2828
2026-05-01,11,GT-0145,BEBIDAS,SKU-0006,2,2948,1,842
2026-05-01,11,GT-0145,BEBIDAS,SKU-0007,3,4602,1,1315
2026-05-01,11,GT-0145,BEBIDAS,SKU-0008,4,6376,1,1822
2026-05-01,11,GT-0145,BEBIDAS,SKU-0009,5,8270,1,2363
2026-05-01,11,GT-0145,BEBIDAS,SKU-0010,6,9714,2,2775
2026-05-01,11,GT-0145,BEBIDAS,SKU-0011,7,11753,2,3358
2026-05-01,11,GT-0145,BEBIDAS,SKU-0012,2,3478,1,994
2026-05-01,11,GT-0145,BEBIDAS,SKU-0013,3,5397,1,1542
2026-05-01,11,GT-0145,BEBIDAS,SKU-0014,4,7436,1,2125
2026-05-01,11,GT-0145,BEBIDAS,SKU-0015,5,9120,1,2606
2026-05-01,11,GT-0145,BEBIDAS,SKU-0016,6,11304,2,3230
2026-05-01,11,GT-0145,BEBIDAS,SKU-0017,7,13608,2,3888
2026-05-01,11,GT-0145,BEBIDAS,SKU-0018,2,4008,1,1145
2026-05-01,11,GT-0145,BEBIDAS,SKU-0019,3,6192,1,1769
2026-05-01,11,GT-0145,BEBIDAS,SKU-0020,4,8116,1,2319
2026-05-01,11,GT-0145,CARNES,,88,209022,25,59721
2026-05-01,11,GT-0145,CARNES,SKU-0061,3,5922,1,1692
2026-05-01,11,GT-0145,CARNES,SKU-0062,4,8136,1,2325
2026-05-01,11,GT-0145,CARNES,SKU-0063,5,10470,1,2991
2026-05-01,11,GT-0145,CARNES,SKU-0064,6,12924,2,3693
2026-05-01,11,GT-0145,CARNES,SKU-0065,7,14833,2,4238
2026-05-01,11,GT-0145,CARNES,SKU-0066,2,4358,1,1245
2026-05-01,11,GT-0145,CARNES,SKU-0067,3,6717,1,1919
